1660402317.054523,1660402317.061978,-0.008534489207968772,1.0040427537202878
1660402317.062217,1660402317.068705,0.0002746355635402086,0.9947910874241197
1660402317.0688589,1660402317.073824,0.00543746906336106,0.9856778771622261
1660402317.0739672,1660402317.0792499,-0.032928626482137076,1.01457563295297
1660402317.079387,1660402317.0844889,-0.005859458941303299,1.0030341385332915
1660402317.084648,1660402317.089597,0.021233734198121346,0.9866220667785587
1660402317.089726,1660402317.094291,0.010359985951003934,0.9988144993204597
1660402317.0944262,1660402317.098975,-0.01387430072345937,0.9988291106455924
1660402317.099112,1660402317.103991,-0.018541418019826457,0.9942399981728125
1660402317.104117,1660402317.107672,0.005720536728939557,0.9982822080196996
1660402317.9439209,1660402317.949499,-0.010916083806131774,0.9981238988166213
1660402317.949664,1660402317.954098,0.00745720720268514,0.9966654152024368
1660402317.95422,1660402317.958381,-0.02723904942707644,1.006683295695666
1660402317.958508,1660402317.962569,-0.024525223225937077,1.0031884502722657
1660402317.962678,1660402317.966552,-0.01722345962892056,1.004167169047455
1660402317.966652,1660402317.970264,-0.01828800947876695,0.9982784343170448
1660402317.97036,1660402317.973984,0.009628919582339662,1.0019482459866156
1660402317.974126,1660402317.978708,0.028592204972636637,0.9938989141266457
1660402317.978806,1660402317.9824991,0.00029405619629716353,1.008656175407103
1660402317.982592,1660402317.986125,0.0002854391666680016,1.0207812261393099
1660402318.955713,1660402318.959979,0.01494174143127139,0.9969761812655566
1660402318.9601548,1660402318.964287,0.029082308400598812,1.0019807779872052
1660402318.9644082,1660402318.96862,0.007955371633160626,0.9946441712566948
1660402318.968755,1660402318.97276,0.010580183358127089,0.9919796055627311
1660402318.9728692,1660402318.976725,-0.002991566672319084,1.0008275323106979
1660402318.976833,1660402318.980588,-0.004822391549261554,0.995107678234358
1660402318.980685,1660402318.984137,0.009804013102763253,0.9967710745870072
1660402318.9842298,1660402318.987987,-0.03485571601220365,0.9834659372465339
1660402318.988093,1660402318.991804,0.02335489770070999,0.9787607123420095
1660402318.9920352,1660402318.995827,-0.007707325948969242,1.0004316769465975
Rate of data acquisition: 1000 vectors/sec, mean=1000.00, std=0.00
1660402319.9665349,1660402319.9717,0.004528516530798541,0.991071981151515
1660402319.971864,1660402319.976897,-0.005796179812016676,1.0018214116785493
1660402319.9770482,1660402319.981504,0.017562824513950404,0.9897206043219372
1660402319.981628,1660402319.9855459,-0.0019373856440287256,0.998552891524944
1660402319.985652,1660402319.989692,0.0008647756273400382,0.9983581337121005
1660402319.9898372,1660402319.9938931,-0.0008980229727352956,0.9919049347357926
1660402319.9940631,1660402319.997807,0.014087843170543969,0.9882645965425553
1660402319.9979038,1660402320.00207,0.00782483510793052,1.0175304857561374
1660402320.002199,1660402320.0072162,-0.03284104926618552,0.9907385736869214
1660402320.007343,1660402320.010761,0.023647787083765196,1.0017250179343995
Rate of data acquisition: 1000 vectors/sec, mean=1000.00, std=0.00
1660402320.982731,1660402320.987892,0.01076936361984959,1.0008029029592964
1660402320.98806,1660402320.992755,0.01127644957567725,1.010027466149355
1660402320.992908,1660402320.997183,-0.007684371865918213,0.9972170176340116
1660402320.997299,1660402321.001554,0.0019621805113239853,0.9841794625702052
1660402321.001676,1660402321.0060108,0.021120843401984637,0.9923192232515551
1660402321.0061262,1660402321.0101628,-0.008596805660298848,0.9900901206174935
1660402321.010289,1660402321.013833,0.002661703384560181,1.0036059659917385
1660402321.013936,1660402321.017287,0.005056407769689512,0.9986227740960704
1660402321.017379,1660402321.02071,0.01846412545985076,1.0067951169226992
1660402321.020799,1660402321.024294,0.029393457077066597,1.002144580296731
Rate of data acquisition: 1000 vectors/sec, mean=1000.00, std=0.00
1660402322.000107,1660402322.004331,0.0020882832361501817,1.0010390287845141
1660402322.0044968,1660402322.009378,0.006600117134628949,1.009731931630989
1660402322.009506,1660402322.013834,-0.01201826020674836,1.0060336598643242
1660402322.013946,1660402322.018047,-0.025316067805085427,1.002391646815541
1660402322.0181582,1660402322.022163,-0.018620876287612616,0.9948329157011487
1660402322.0222888,1660402322.02639,0.004191270813286367,0.9989722467286337
